NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
LINC00698	1	ENSG00000244342	
AMN	1	ENSG00000166126	
MSH5-SAPCD1	1	ENSG00000255152	
GPX3	1	ENSG00000211445	
RTN4RL2	1	ENSG00000186907	
DUSP26	1	ENSG00000133878	
DMRTA2	1	ENSG00000142700	
RP1	1	ENSG00000104237	
PTP4A3	1	ENSG00000184489	
METTL24	1	ENSG00000053328	
DUSP21	1	ENSG00000189037	
DMRTA1	1	ENSG00000176399	
EFHC2	1	ENSG00000183690	
SEMA3D	1	ENSG00000153993	
LUZP2	1	ENSG00000187398	
SEMA3G	1	ENSG00000010319	
RPL36A	1	ENSG00000241343	
SEMA3E	1	ENSG00000170381	
CACNG6	1	ENSG00000130433	
CACNG7	1	ENSG00000105605	
CACNG8	1	ENSG00000142408	
CLEC3B	1	ENSG00000163815	
C4orf19	1	ENSG00000154274	
LINC02419	1	ENSG00000256906	
TNNI3	1	ENSG00000129991	
LINC02418	1	ENSG00000214039	
CACNG1	1	ENSG00000108878	
CACNG4	1	ENSG00000075461	
CACNG5	1	ENSG00000075429	
CMA1	1	ENSG00000092009	
MIR181A2HG	1	ENSG00000224020	
KLF4	1	ENSG00000136826	
MGAT4C	1	ENSG00000182050	
MYH9-DT	1	ENSG00000223695	
IMPDH1	1	ENSG00000106348	
LINC02408	1	ENSG00000203585	
KLF9	1	ENSG00000119138	
LINC02404	1	ENSG00000257893	
CDO1	1	ENSG00000129596	
FOLR2	1	ENSG00000165457	
FOLR1	1	ENSG00000110195	
OXTR	1	ENSG00000180914	
HPSE2	1	ENSG00000172987	
DIXDC1	1	ENSG00000150764	
VSIG1	1	ENSG00000101842	
VSIG2	1	ENSG00000019102	
DPF3	1	ENSG00000205683	
CHAC1	1	ENSG00000128965	
VSIG4	1	ENSG00000155659	
TNS4	1	ENSG00000131746	
TNS1	1	ENSG00000079308	
PTGDR	1	ENSG00000168229	
VSIG8	1	ENSG00000243284	
LINC02397	1	ENSG00000205056	
MMP2-AS1	1	ENSG00000260135	
SLC6A19	1	ENSG00000174358	
MUCL1	1	ENSG00000172551	
TMEM52B	1	ENSG00000165685	
SLC11A1	1	ENSG00000018280	
MUCL3	1	ENSG00000168631	
LINC02395	1	ENSG00000257771	
SLC6A14	1	ENSG00000268104	
LINC01060	1	ENSG00000249378	
CMBL	1	ENSG00000164237	
ZPBP	1	ENSG00000042813	
CHIT1	1	ENSG00000133063	
UTS2B	1	ENSG00000188958	
PLPP4	1	ENSG00000203805	
MALL	1	ENSG00000144063	
PLPP3	1	ENSG00000162407	
LINC02389	1	ENSG00000255693	
PLPP1	1	ENSG00000067113	
SMILR	1	ENSG00000255364	
SMIM2	1	ENSG00000139656	
MAOB	1	ENSG00000069535	
GYPC	1	ENSG00000136732	
MKX-AS1	1	ENSG00000230500	
MAOA	1	ENSG00000189221	
KLK5	1	ENSG00000167754	
FSIP2-AS1	1	ENSG00000231646	
STC1	1	ENSG00000159167	
TMTC1	1	ENSG00000133687	
SLC6A20	1	ENSG00000163817	
KLK8	1	ENSG00000129455	
SMIM6	1	ENSG00000259120	
IGSF9	1	ENSG00000085552	
KLK7	1	ENSG00000169035	
KLK6	1	ENSG00000167755	
CYP4X1	1	ENSG00000186377	
WDR35-DT	1	ENSG00000227210	
MAP2	1	ENSG00000078018	
LCN15	1	ENSG00000177984	
STC2	1	ENSG00000113739	
LCN12	1	ENSG00000184925	
LCN10	1	ENSG00000187922	
MAP6	1	ENSG00000171533	
LINC01087	1	ENSG00000224559	
SIGLEC16	1	ENSG00000161643	
CDT1	1	ENSG00000167513	
SIGLEC15	1	ENSG00000197046	
CDSN	1	ENSG00000204539	
SIGLEC11	1	ENSG00000161640	
ENSG00000248837	1	ENSG00000248837	
CIDEA	1	ENSG00000176194	
GCSIR	1	ENSG00000232520	
LINC01080	1	ENSG00000281721	
CIDEC	1	ENSG00000187288	
AKR1B10	1	ENSG00000198074	
TMCC3	1	ENSG00000057704	
ANP32D	1	ENSG00000139223	
OR6A2	1	ENSG00000184933	
LOC100505782	1	ENSG00000234859	
HNRNPCL1	1	ENSG00000179172	
LINC02365	1	ENSG00000254233	
LINC02362	1	ENSG00000249096	
HILPDA	1	ENSG00000135245	
RYR3	1	ENSG00000198838	
JCHAIN	1	ENSG00000132465	
UCHL1	1	ENSG00000154277	
ESM1	1	ENSG00000164283	
CAMKV	1	ENSG00000164076	
ENSG00000253363	1	ENSG00000253363	
LRFN5-DT	1	ENSG00000258636	
FFAR1	1	ENSG00000126266	
LINC02355	1	ENSG00000248210	
GAS8-AS1	1	ENSG00000221819	
LINC02351	1	ENSG00000277987	
NME2	1	ENSG00000243678	
UCHL3	1	ENSG00000118939	
AP3B2	1	ENSG00000103723	
NME1	1	ENSG00000239672	
DCSTAMP	1	ENSG00000164935	
CEACAM1	1	ENSG00000079385	
AQP7B	1	ENSG00000259916	
CEACAM7	1	ENSG00000007306	
ADRB3	1	ENSG00000188778	
TNNT1	1	ENSG00000105048	
TNNT2	1	ENSG00000118194	
TNNT3	1	ENSG00000130595	
MYO1B-AS1	1	ENSG00000227542	
MAPT	1	ENSG00000186868	
DNASE1L2	1	ENSG00000167968	
LINC01014	1	ENSG00000223941	
DNASE1L3	1	ENSG00000163687	
PRNCR1	1	ENSG00000282961	
LINC02345	1	ENSG00000259225	
LINC01016	1	ENSG00000249346	
LINC02348	1	ENSG00000286733	
SPRR3	1	ENSG00000163209	
SMIM2-IT1	1	ENSG00000235285	
LINC01055	1	ENSG00000235366	
ENSG00000287597	1	ENSG00000287597	
TNXB	1	ENSG00000168477	
LINC01050	1	ENSG00000271216	
IFI6	1	ENSG00000126709	
PBLD	1	ENSG00000108187	
RAD54B	1	ENSG00000197275	
CUX2	1	ENSG00000111249	
PTCHD1	1	ENSG00000165186	
ENSG00000257746	1	ENSG00000257746	
ENSG00000287591	1	ENSG00000287591	
RAD54L	1	ENSG00000085999	
CILP2	1	ENSG00000160161	
PTCHD3	1	ENSG00000182077	
CTNNA3	1	ENSG00000183230	
LY6G6C	1	ENSG00000204421	
LY6G6D	1	ENSG00000244355	
LINC01048	1	ENSG00000230390	
LY6G6F	1	ENSG00000204424	
CGREF1	1	ENSG00000138028	
DMRT1	1	ENSG00000137090	
GDF15	1	ENSG00000130513	
DMRT3	1	ENSG00000064218	
LYVE1	1	ENSG00000133800	
MAS1	1	ENSG00000130368	
POU6F2-AS1	1	ENSG00000224122	
LINC01036	1	ENSG00000230426	
GALNT16	1	ENSG00000100626	
GALNT15	1	ENSG00000131386	
DSCC1	1	ENSG00000136982	
NPY2R	1	ENSG00000185149	
GALNT17	1	ENSG00000185274	
ARHGAP36	1	ENSG00000147256	
ARHGAP44	1	ENSG00000006740	
SCGN	1	ENSG00000079689	
ARHGAP40	1	ENSG00000124143	
C14orf132	1	ENSG00000227051	
AK4P3	1	ENSG00000233381	
DLX2-DT	1	ENSG00000236651	
MIR9-2HG	1	ENSG00000245526	
PDIA2	1	ENSG00000185615	
KRTAP13-2	1	ENSG00000182816	
SLX1B	1	ENSG00000181625	
MYH15	1	ENSG00000144821	
KCTD4	1	ENSG00000180332	
PRSS56	1	ENSG00000237412	
MPEG1	1	ENSG00000197629	
LGALS9C	1	ENSG00000171916	
ERCC8-AS1	1	ENSG00000233847	
LGALS9B	1	ENSG00000170298	
KCTD8	1	ENSG00000183783	
SELENOP	1	ENSG00000250722	
COL4A6	1	ENSG00000197565	
SCG3	1	ENSG00000104112	
SCG2	1	ENSG00000171951	
ABCG2	1	ENSG00000118777	
TEDC2	1	ENSG00000162062	
ESRG	1	ENSG00000265992	
TMEM59L	1	ENSG00000105696	
ADRB2	1	ENSG00000169252	
ARHGAP15-AS1	1	ENSG00000231758	
PSORS1C2	1	ENSG00000204538	
LINC01929	1	ENSG00000267013	
PDZD4	1	ENSG00000067840	
DPP6	1	ENSG00000130226	
ARHGAP20	1	ENSG00000137727	
SCIN	1	ENSG00000006747	
LINC01924	1	ENSG00000267134	
C10orf105	1	ENSG00000214688	
MYH11	1	ENSG00000133392	
CHL1-AS2	1	ENSG00000224318	
CHL1-AS1	1	ENSG00000234661	
PDZD7	1	ENSG00000186862	
DCXR-DT	1	ENSG00000264569	
R3HDML-AS1	1	ENSG00000226812	
OPN4	1	ENSG00000122375	
OPN3	1	ENSG00000054277	
PSAPL1	1	ENSG00000178597	
WSCD1	1	ENSG00000179314	
WSCD2	1	ENSG00000075035	
A2ML1	1	ENSG00000166535	
HMGA2-AS1	1	ENSG00000197301	
LINC01917	1	ENSG00000260433	
PLCXD3	1	ENSG00000182836	
RALYL	1	ENSG00000184672	
LIN28A	1	ENSG00000131914	
SYNDIG1L	1	ENSG00000183379	
KIF18B	1	ENSG00000186185	
LINC01913	1	ENSG00000214691	
LINC01910	1	ENSG00000266278	
ULBP2	1	ENSG00000131015	
ULBP1	1	ENSG00000111981	
ULBP3	1	ENSG00000131019	
ABCD2	1	ENSG00000173208	
CRYZL2P-SEC16B	1	ENSG00000254154	
SLC2A1	1	ENSG00000117394	
SLC2A4	1	ENSG00000181856	
CHTF18	1	ENSG00000127586	
SUGCT-AS1	1	ENSG00000203446	
SLC7A11-AS1	1	ENSG00000250033	
FDCSP	1	ENSG00000181617	
AOX1	1	ENSG00000138356	
MADCAM1	1	ENSG00000099866	
ABCC2	1	ENSG00000023839	
MEF2C-AS1	1	ENSG00000248309	
ABCC8	1	ENSG00000006071	
LMNTD1	1	ENSG00000152936	
ENSG00000283183	1	ENSG00000283183	
OPRM1	1	ENSG00000112038	
EMICERI	1	ENSG00000285103	
IFNE	1	ENSG00000184995	
PIK3R5-DT	1	ENSG00000266389	
ASMTL-AS1	1	ENSG00000236017	
ENSG00000251574	1	ENSG00000251574	
HCN4	1	ENSG00000138622	
LEMD1-AS1	1	ENSG00000226235	
CAMK2A	1	ENSG00000070808	
MIR1-1HG	1	ENSG00000174407	
ENSG00000287514	1	ENSG00000287514	
RASSF10-DT	1	ENSG00000254670	
SELENOH	1	ENSG00000211450	
PRRG3	1	ENSG00000130032	
NT5DC4	1	ENSG00000144130	
ERBB4	1	ENSG00000178568	
NT5DC2	1	ENSG00000168268	
NCAM1	1	ENSG00000149294	
ZFPM1-AS1	1	ENSG00000261744	
ENSG00000231990	1	ENSG00000231990	
LGI1	1	ENSG00000108231	
MAS1L	1	ENSG00000204687	
USP26	1	ENSG00000134588	
CYP1B1-AS1	1	ENSG00000232973	
NEGR1	1	ENSG00000172260	
LGI4	1	ENSG00000153902	
LGI3	1	ENSG00000168481	
HAGHL	1	ENSG00000103253	
CADPS	1	ENSG00000163618	
NAP1L3	1	ENSG00000186310	
NAP1L2	1	ENSG00000186462	
RYR3-DT	1	ENSG00000259446	
ENSG00000251599	1	ENSG00000251599	
SCD	1	ENSG00000099194	
SCLY	1	ENSG00000132330	
SSBP2	1	ENSG00000145687	
HCN1	1	ENSG00000164588	
